OTU_ID	Domain	Phylum	Class	Order	Family	Genus	Species
KX097185.1.1501	Bacteria	Proteobacteria	Gammaproteobacteria	Sva0071	uncultured bacterium	NA	NA
KX097187.1.1514	Bacteria	Acidobacteria	Subgroup 6	uncultured bacterium	NA	NA	NA
KX097189.1.1501	Bacteria	Proteobacteria	Gammaproteobacteria	HTA4	uncultured bacterium	NA	NA
KX097190.1.1503	Bacteria	Planctomycetes	Planctomycetacia	Brocadiales	Brocadiaceae	W4	uncultured bacterium
KX097192.1.1489	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Rhodopirellula	uncultured bacterium
KX097205.1.1529	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	uncultured bacterium
KX097206.1.1520	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	uncultured bacterium	NA	NA
KX097211.1.1495	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Haliea	uncultured bacterium
KX097215.1.1430	Bacteria	Peregrinibacteria	Candidatus Peribacteria	uncultured bacterium	NA	NA	NA
KX097234.1.1457	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	uncultured	uncultured bacterium
KX097240.1.1467	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	RB446	uncultured bacterium	NA
KX097249.1.1528	Bacteria	Acidobacteria	Subgroup 22	uncultured bacterium	NA	NA	NA
KX097256.1.1500	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255 marine benthic group	uncultured bacterium	NA
KX097258.1.1498	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Blastopirellula	uncultured bacterium
KX097264.1.1454	Bacteria	Cyanobacteria	Chloroplast	uncultured bacterium	NA	NA	NA
KX097265.1.1528	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfobulbus	uncultured bacterium
KX097266.1.1521	Bacteria	Acidobacteria	Subgroup 26	uncultured bacterium	NA	NA	NA
KX097267.1.1513	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	uncultured	uncultured bacterium
KX097273.1.1502	Bacteria	Proteobacteria	Gammaproteobacteria	HTA4	uncultured bacterium	NA	NA
KX097276.1.1481	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Lutibacter	uncultured bacterium
KX097278.1.1491	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	OM1 clade	uncultured bacterium	NA
KX097280.1.1515	Bacteria	Proteobacteria	Gammaproteobacteria	E01-9C-26 marine group	uncultured bacterium	NA	NA
KX097291.1.1533	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	uncultured bacterium	NA
KX097292.1.1517	Bacteria	Proteobacteria	Gammaproteobacteria	E01-9C-26 marine group	uncultured bacterium	NA	NA
KX097293.1.1471	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	uncultured bacterium
KX097306.1.1492	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Sva0996 marine group	uncultured bacterium	NA
KX097308.1.1517	Bacteria	Proteobacteria	Gammaproteobacteria	E01-9C-26 marine group	uncultured bacterium	NA	NA
KX097311.1.1515	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255 marine benthic group	uncultured bacterium	NA
KX097317.1.1484	Bacteria	Bacteroidetes	SB-5	uncultured bacterium	NA	NA	NA
KX097332.1.1501	Bacteria	Proteobacteria	Gammaproteobacteria	CK-1C2-67	uncultured bacterium	NA	NA
KX097333.1.1501	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Crenotrichaceae	Crenothrix	uncultured bacterium
KX097340.1.1486	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina	uncultured bacterium
KX097342.1.1483	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	uncultured	uncultured bacterium
KX097344.1.1504	Bacteria	Proteobacteria	Gammaproteobacteria	uncultured	uncultured bacterium	NA	NA
KX097365.1.1460	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Thiothrix	uncultured bacterium
KX097397.1.1518	Bacteria	Atribacteria	uncultured bacterium	NA	NA	NA	NA
KX097399.1.1536	Bacteria	Atribacteria	uncultured bacterium	NA	NA	NA	NA
KX097421.1.1503	Bacteria	Proteobacteria	Gammaproteobacteria	uncultured	uncultured bacterium	NA	NA
KX097450.1.1510	Bacteria	RBG-1 (Zixibacteria)	uncultured bacterium	NA	NA	NA	NA
KX097451.1.1500	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Marine Methylotrophic Group 3	uncultured bacterium
KX097453.1.1506	Bacteria	WS1	uncultured bacterium	NA	NA	NA	NA
KX097468.1.1516	Bacteria	Proteobacteria	Gammaproteobacteria	uncultured	uncultured bacterium	NA	NA
KX097479.1.1491	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	uncultured	uncultured bacterium
KX097490.1.1442	Bacteria	Parcubacteria	uncultured bacterium	NA	NA	NA	NA
KX097491.1.1503	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	uncultured	uncultured bacterium
KX097495.1.1487	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	SEEP-SRB4	uncultured bacterium
KX097520.1.1535	Bacteria	Planctomycetes	Phycisphaerae	Pla1 lineage	uncultured bacterium	NA	NA
KX097538.1.1523	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	SEEP-SRB1	uncultured bacterium
KX097545.1.1439	Bacteria	Peregrinibacteria	uncultured bacterium	NA	NA	NA	NA
KX097548.1.1500	Bacteria	Planctomycetes	MBMPE71	uncultured bacterium	NA	NA	NA
KX097551.1.1475	Bacteria	Proteobacteria	ARKDMS-49	uncultured bacterium	NA	NA	NA
KX097558.1.1528	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	uncultured bacterium	NA	NA
KX097568.1.1519	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	uncultured bacterium	NA	NA
KX097569.1.1515	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	uncultured	uncultured bacterium
KX097590.1.1508	Bacteria	Acidobacteria	Subgroup 21	uncultured bacterium	NA	NA	NA
KX097591.1.1503	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Granulosicoccaceae	Granulosicoccus	uncultured bacterium
KX097602.1.1451	Bacteria	Chloroflexi	Dehalococcoidia	MSBL5	uncultured bacterium	NA	NA
KX097604.1.1513	Bacteria	Planctomycetes	Phycisphaerae	MSBL9	uncultured bacterium	NA	NA
KX097608.1.1514	Bacteria	Aminicenantes	uncultured bacterium	NA	NA	NA	NA
KX097619.1.1524	Bacteria	Gemmatimonadetes	BD2-11 terrestrial group	uncultured bacterium	NA	NA	NA
KX097620.1.1466	Bacteria	Chloroflexi	Dehalococcoidia	GIF3	uncultured bacterium	NA	NA
KX097632.1.1502	Bacteria	Planctomycetes	Phycisphaerae	MSBL9	uncultured bacterium	NA	NA
KX097640.1.1470	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	uncultured bacterium
KX097676.1.1520	Bacteria	Planctomycetes	Pla3 lineage	uncultured bacterium	NA	NA	NA
KX097678.1.1508	Bacteria	Planctomycetes	Phycisphaerae	CCM11a	uncultured bacterium	NA	NA
KX097681.1.1496	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	OM1 clade	uncultured bacterium	NA
KX097715.1.1492	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Pir4 lineage	uncultured bacterium
KX097724.1.1519	Bacteria	Hydrogenedentes	uncultured bacterium	NA	NA	NA	NA
KX097738.1.1529	Bacteria	Proteobacteria	Deltaproteobacteria	Sva0485	uncultured bacterium	NA	NA
KX097743.1.1502	Bacteria	Proteobacteria	Gammaproteobacteria	E01-9C-26 marine group	uncultured bacterium	NA	NA
KX097745.1.1475	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324 clade(Marine group B)	uncultured bacterium	NA	NA
KX097801.1.1489	Bacteria	Proteobacteria	Deltaproteobacteria	Bradymonadales	uncultured bacterium	NA	NA
KX097809.1.1535	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella	uncultured bacterium
KX097816.1.1517	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	uncultured	uncultured bacterium
KX097817.1.1503	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	uncultured bacterium	NA	NA
KX151661.1.1516	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Dermacoccaceae	Flexivirga	Flexivirga sp. YIM 7505
KX151664.1.1488	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium sp. YIM 12096
KX163799.1.1288	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	uncultured bacterium
KX239066.1.1481	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Altererythrobacter	uncultured bacterium
KX239101.1.1524	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	uncultured bacterium	NA
KX239268.1.1408	Bacteria	Planctomycetes	OM190	uncultured bacterium	NA	NA	NA
KX262686.1.1438	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	endophytic bacterium CTC9
KX262689.1.1438	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	endophytic bacterium CTC15
L06455.1.1361	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Magnetovibrio	Magnetovibrio blakemorei
L10937.1.1297	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	uncultured	unidentified marine eubacterium
L10940.1.1253	Bacteria	Cyanobacteria	Chloroplast	unidentified marine eubacterium	NA	NA	NA
L10941.1.1333	Bacteria	Cyanobacteria	Chloroplast	unidentified marine eubacterium	NA	NA	NA
L10942.1.1463	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Blastopirellula	unidentified marine eubacterium
L10950.1.1429	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia	unidentified marine eubacterium
L35460.1.1298	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	uncultured	uncultured alpha proteobacterium
L35461.1.1329	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86 clade	uncultured gamma proteobacterium	NA
LADL02000502.18689.20166	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Magnetospira	rock porewater metagenome
LADL02000907.322.1835	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	uncultured	rock porewater metagenome
LADL02002197.2908.4352	Bacteria	Proteobacteria	Alphaproteobacteria	Parvularculales	Parvularculaceae	rock porewater metagenome	NA
LADU01000079.3747.5205	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonas	Hyphomonas sp. BRH_c22
LAHO01000036.142.1689	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Rheinheimera	Arsukibacterium ikkense
LAJH01000015.483.1935	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Shimia	Shimia sp. SK013
LAJY01000856.323.1820	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Elstera	Elstera litoralis
LASY01000120.31.1591	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Grimontia	Grimontia sp. AD028
LAXJ01000009.195226.196698	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseovarius	Roseovarius atlanticus
LAZR01000002.1.1271	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	marine sediment metagenome
LAZR01004680.3959.5504	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Simkaniaceae	uncultured	marine sediment metagenome
LAZR01058673.2.1137	Archaea	Woesearchaeota (DHVEG-6)	marine sediment metagenome	NA	NA	NA	NA
LBBO01000216.115854.117355	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	uncultured	hydrothermal vent metagenome
LBBO01000339.1.1374	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	uncultured	hydrothermal vent metagenome
LBHC01000002.786131.787623	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Erythrobacter	Erythrobacter gangjinensis
LBIQ01000030.1375479.1376976	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Hoppeia	Mangrovimonas sp. ST2L15
LBMG01000119.539.2042	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Kordia	Kordia jejudonensis
LBMJ01000001.1584274.1585795	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Nonlabens	Nonlabens sp. YIK11
LBNF01000094.61.1632	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Turicella	Turicella otitidis
LBOA01000001.70190.71742	Bacteria	TM6 (Dependentiae)	candidate division TM6 bacterium GW2011_GWF2_30_66	NA	NA	NA	NA
LBWM01000003.166997.168491	Bacteria	Gracilibacteria	Candidatus Peregrinibacteria bacterium GW2011_GWF2_39_17	NA	NA	NA	NA
LBXC01000001.39951.41436	Bacteria	Parcubacteria	Candidatus Uhrbacteria	Candidatus Uhrbacteria bacterium GW2011_GWE1_39_46	NA	NA	NA
LBYP01000005.66903.68352	Bacteria	Parcubacteria	Candidatus Kuenenbacteria	Parcubacteria group bacterium GW2011_GWA2_40_23	NA	NA	NA
LBZG01000006.31897.33328	Bacteria	Parcubacteria	Candidatus Uhrbacteria	Candidatus Uhrbacteria bacterium GW2011_GWE2_40_58	NA	NA	NA
LC002922.1.1515	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Marinilactibacillus	uncultured Marinilactibacillus sp.
LC002929.1.1502	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter	uncultured Marinobacter sp.
LC002957.1.1517	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Alkalibacterium	uncultured Alkalibacterium sp.
LC002960.1.1504	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Salinisphaeraceae	Salinisphaera	uncultured Salinisphaera sp.
LC004293.1.1337	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	uncultured	uncultured bacterium
LC004724.736.2244	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	uncultured	Candidatus Megaira polyxenophila
LC014930.1.1329	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium puerariae
LC025958.1.1368	Bacteria	Proteobacteria	Gammaproteobacteria	HTA4	endosymbiont of Amoebozoa sp. JAMX8	NA	NA
LC025959.1.1373	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	uncultured	endosymbiont of Vannella sp. A1	NA
LC026850.1.1429	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Skermanella	uncultured bacterium
LC026898.1.1407	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	P-102	uncultured bacterium	NA
LC027450.1.1384	Bacteria	Proteobacteria	Gammaproteobacteria	NIASMIV	Marinobacterium sp. NIASMIV	NA	NA
LC031493.1.1128	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	uncultured	uncultured marine group IV euryarchaeote
LC032355.1.1444	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Algitalea	Algitalea ulvae
LC052783.1.1438	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Neptunitalea	Neptunitalea chrysea
LC053434.1.1431	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio sp. NG49C
LC055189.1.1381	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aurantiacicella	Aurantiacicella marina
LC055491.1.1458	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia kruczakiae
LC055574.1.1554	Bacteria	Firmicutes	Bacilli	Bacillales	Family XII	Exiguobacterium	uncultured Exiguobacterium sp.
LC060906.1.1441	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Spongiiferula	Spongiiferula fulva
LC066395.188023.189500	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	Fulvimarina	Fulvimarina pelagi
LC068863.1.1485	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	Enhygromyxa sp. SIS-1	NA
LC075347.1.1480	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	OM182 clade	OM182 bacterium D4	NA
LC076704.1.1383	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	uncultured bacterium
LC078998.1.1487	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Muricauda	Spongiibacterium flavum
LC080921.1.1442	Archaea	Thaumarchaeota	Marine Group I	uncultured archaeon	NA	NA	NA
LC080928.1.1440	Archaea	Thaumarchaeota	Marine Group I	uncultured archaeon	NA	NA	NA
LC080933.1.1440	Archaea	Thaumarchaeota	Marine Group I	Unknown Order	Unknown Family	Candidatus Nitrosopumilus	uncultured archaeon
LC080952.1.1511	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Elev-16S-1332	uncultured bacterium	NA
LC080956.1.1458	Bacteria	Parcubacteria	Candidatus Magasanikbacteria	uncultured bacterium	NA	NA	NA
LC080965.1.1550	Bacteria	Omnitrophica	uncultured bacterium	NA	NA	NA	NA
LC081007.1.1442	Archaea	Thaumarchaeota	Marine Group I	uncultured archaeon	NA	NA	NA
LC081023.1.1525	Bacteria	Proteobacteria	JTB23	uncultured bacterium	NA	NA	NA
LC081028.1.1465	Bacteria	Chloroflexi	SAR202 clade	uncultured bacterium	NA	NA	NA
LC081037.1.1463	Bacteria	Chloroflexi	SAR202 clade	uncultured bacterium	NA	NA	NA
LC081044.1.1481	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324 clade(Marine group B)	uncultured bacterium	NA	NA
LC081096.1.1489	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	I-10	uncultured bacterium	NA
LC081098.1.1457	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Thiothrix	uncultured bacterium
LC081106.1.1475	Bacteria	Proteobacteria	Alphaproteobacteria	S26-47	uncultured bacterium	NA	NA
LC081107.1.1647	Bacteria	Chloroflexi	SAR202 clade	uncultured bacterium	NA	NA	NA
LC081108.1.1518	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A clade	uncultured bacterium	NA	NA
LC081111.1.1476	Bacteria	Proteobacteria	Alphaproteobacteria	S26-47	uncultured bacterium	NA	NA
LC081114.1.1477	Bacteria	Chloroflexi	SAR202 clade	uncultured bacterium	NA	NA	NA
LC081115.1.1488	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	uncultured bacterium
LC081116.1.1529	Bacteria	Proteobacteria	ARKICE-90	uncultured bacterium	NA	NA	NA
LC081121.1.1496	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	uncultured bacterium
LC081123.1.1488	Bacteria	Chloroflexi	SAR202 clade	uncultured bacterium	NA	NA	NA
LC088141.1.1530	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas sp. SKNB20
LC093409.1.1482	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	uncultured	uncultured Ilumatobacter sp.
LC101434.1.1430	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas peptidolytica
LC122513.1.1419	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas rubra
LC127222.1.1421	Bacteria	Proteobacteria	Alphaproteobacteria	Kordiimonadales	Temperatibacteraceae	Temperatibacter	Temperatibacter marinus
LC131144.1.1393	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas spongiae
LC139951.1.900	Archaea	Thaumarchaeota	Marine Group I	uncultured archaeon	NA	NA	NA
LC140833.1.1527	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Cobetia	uncultured Halomonas sp.
LC140866.1.1506	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	uncultured Halomonas sp.
LC140944.1.1396	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio vulnificus
LC140950.1.1493	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio vulnificus
LC140956.1.1430	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas salegens
LC144555.1.1470	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas putida
LCCS01000018.1901.3349	Bacteria	Parcubacteria	Parcubacteria group bacterium GW2011_GWD2_42_14	NA	NA	NA	NA
LCEK01000024.7313.8803	Bacteria	Parcubacteria	Candidatus Magasanikbacteria	Candidatus Magasanikbacteria bacterium GW2011_GWE2_42_7	NA	NA	NA
LCMG01000010.25756.27218	Bacteria	Parcubacteria	Candidatus Uhrbacteria	Candidatus Uhrbacteria bacterium GW2011_GWF2_46_218	NA	NA	NA
LCPH01000003.63391.64875	Bacteria	Parcubacteria	Candidatus Yanofskybacteria	Candidatus Yanofskybacteria bacterium GW2011_GWC1_48_11	NA	NA	NA
LCRS01000006.20323.21790	Bacteria	Peregrinibacteria	Candidatus Peribacteria	Candidatus Peribacteria bacterium GW2011_GWC2_54_8	NA	NA	NA
LDOU01000025.145.1702	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium	Photobacterium ganghwense
LDOV01000035.110.1668	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium	Photobacterium aphoticum
LDPE01000003.155196.156720	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Maribacter	Maribacter dokdonensis DSW-8
LDXO01000018.13368.14914	Bacteria	Proteobacteria	Deltaproteobacteria	43F-1404R	Deltaproteobacteria bacterium CSP1-8	NA	NA
