OTU_ID	Domain	Phylum	Class	Order	Family	Genus	Species
KT906693.1.1532	Bacteria	Proteobacteria	Gammaproteobacteria	BD7-8 marine group	uncultured bacterium	NA	NA
KT906694.1.1515	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter	uncultured bacterium
KT906700.1.1486	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	uncultured	uncultured bacterium
KT906705.1.1479	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Ferrimonadaceae	Ferrimonas	uncultured bacterium
KT907006.1.1220	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Altererythrobacter	Alphaproteobacteria bacterium P1_100_5AA2
KT907016.1.1462	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Gammaproteobacteria bacterium P1_1000_1AA3
KT907018.1.1463	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia	Gammaproteobacteria bacterium P1_1000_3AA2
KT921330.1.1437	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Methylophaga	Methylophaga sp. PBVC023FULL
KT921331.1.1442	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter	Marinobacter salsuginis
KT932357.1.1445	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Crocinitomix	Crocinitomix sp. 0182
KT935587.1.1576	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Macrococcus	Staphylococcaceae bacterium YIM M12140
KT952637.1.1450	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	uncultured	uncultured bacterium
KT952643.1.1519	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	DEV007	uncultured bacterium	NA
KT952645.1.1517	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	uncultured bacterium	NA	NA
KT952649.1.1496	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	OM60(NOR5) clade	uncultured bacterium
KT952651.1.1498	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Haliea	uncultured bacterium
KT952655.1.1496	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halioglobus	uncultured bacterium
KT952658.1.1491	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Pir4 lineage	uncultured bacterium
KT952663.1.1459	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	uncultured	uncultured bacterium
KT952664.1.1519	Bacteria	Proteobacteria	Gammaproteobacteria	E01-9C-26 marine group	uncultured bacterium	NA	NA
KT952675.1.1488	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	uncultured	uncultured bacterium
KT952676.1.1499	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A clade	uncultured bacterium	NA	NA
KT952686.1.1503	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Roseibacillus	uncultured bacterium
KT952689.1.1492	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Winogradskyella	uncultured bacterium
KT952690.1.1487	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	NS10 marine group	uncultured bacterium
KT952700.1.1425	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseobacter	uncultured bacterium
KT952701.1.1499	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Rubripirellula	uncultured bacterium
KT952705.1.1519	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	uncultured bacterium
KT952706.1.1499	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Parahaliea	uncultured bacterium
KT952707.1.1510	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	[Desulfobacterium] catecholicum group	uncultured bacterium
KT952712.1.1273	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	OCS116 clade	uncultured bacterium	NA
KT952713.1.1452	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Filomicrobium	uncultured bacterium
KT952716.1.1487	Bacteria	Lentisphaerae	Oligosphaeria	P.palmC41	uncultured bacterium	NA	NA
KT952717.1.1502	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Parahaliea	uncultured bacterium
KT952727.1.1459	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19 marine sediment group	uncultured bacterium
KT952728.1.1485	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Macellibacteroides	uncultured bacterium
KT952735.1.1495	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	uncultured bacterium
KT952736.1.1478	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	uncultured bacterium
KT952746.1.1504	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	uncultured bacterium
KT952749.1.1481	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	uncultured bacterium
KT952750.1.1505	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	uncultured bacterium
KT952754.1.1496	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenella	uncultured bacterium
KT952762.1.1516	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	uncultured bacterium
KT952767.1.1471	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Blastopirellula	uncultured bacterium
KT952769.1.1495	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Rubripirellula	uncultured bacterium
KT952770.1.1443	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudovibrio	uncultured bacterium
KT952776.1.1476	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Algisphaera	uncultured bacterium
KT952777.1.1512	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella	uncultured bacterium
KT952782.1.1493	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces	uncultured bacterium
KT952783.1.1509	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	uncultured	uncultured bacterium	NA
KT952787.1.1489	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Pir4 lineage	uncultured bacterium
KT952789.1.1449	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	uncultured	uncultured bacterium
KT952793.1.1492	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Pirellula	uncultured bacterium
KT952799.1.1496	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	OM60(NOR5) clade	uncultured bacterium
KT952838.1.1493	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	uncultured bacterium
KT952839.1.1490	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Odoribacter	uncultured bacterium
KT952854.1.1511	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	uncultured bacterium
KT962170.1.1489	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	Ramlibacter sp. YS 3.2.7
KT966463.1.1459	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	Spongiibacter	Spongiibacter sp. SPT1
KT989860.1.1470	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Jeotgalicoccus	Jeotgalicoccus aerolatus
KU058389.1.1372	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Maricaulis	Maricaulis sp. c11-37
KU097331.1.1477	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Thalassotalea	Thalassotalea sp. 14-117-B8
KU131264.1.1388	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Mangrovibacter	Mangrovibacter sp. MSSRF N87
KU140414.1.1539	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	uncultured	Vibrionaceae bacterium NSCS20N07D
KU147446.1.1338	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	Brevibacterium celere
KU167715.1.1418	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudoroseicyclus	Pseudoroseicyclus aestuarii
KU172905.1.1292	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium sp. DWMJ-1798A3
KU174197.1.1489	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Euzebyella	Euzebyella sp. CY01
KU177038.1.1446	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Variibacter	uncultured bacterium
KU196824.1.1354	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Hoppeia	bacterium Pv87
KU221448.1.1448	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	bacterium T58
KU230523.1.1500	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Chryseomicrobium	bacterium ET3(2016)
KU233241.1.1325	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Albidiferax	Rhodoferax sp. K112
KU242451.1.1410	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Marinicella	uncultured bacterium
KU242456.1.1394	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter	uncultured bacterium
KU242467.1.1393	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	uncultured	uncultured bacterium
KU243156.1.1267	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	MD3-55	uncultured bacterium	NA
KU243158.1.1267	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Candidatus Cryptoprodotis	uncultured bacterium
KU243179.1.1272	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 4	uncultured bacterium	NA
KU243180.1.1263	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 4	uncultured bacterium	NA
KU243194.1.1272	Bacteria	Proteobacteria	SPOTSOCT00m83	uncultured bacterium	NA	NA	NA
KU243198.1.1309	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Parahaliea	uncultured bacterium
KU243200.1.1309	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	OM60(NOR5) clade	uncultured bacterium
KU243201.1.1295	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Haliea	uncultured bacterium
KU243204.1.1308	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	uncultured	uncultured bacterium
KU243208.1.1307	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	uncultured	uncultured bacterium
KU243230.1.1307	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86 clade	uncultured bacterium	NA
KU243234.1.1309	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	uncultured bacterium
KU243238.1.1310	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	uncultured	uncultured bacterium
KU243239.1.1302	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella	uncultured bacterium
KU243242.1.1323	Bacteria	Verrucomicrobia	R76-B128	uncultured bacterium	NA	NA	NA
KU243244.1.1276	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Blastopirellula	uncultured bacterium
KU243245.1.1300	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Rhodopirellula	uncultured bacterium
KU243268.1.1268	Bacteria	Cyanobacteria	Chloroplast	uncultured bacterium	NA	NA	NA
KU243269.1.1269	Bacteria	Cyanobacteria	Chloroplast	uncultured bacterium	NA	NA	NA
KU243282.1.1271	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	uncultured bacterium	NA
KU243297.1.1286	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	uncultured bacterium
KU243298.1.1327	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	uncultured	uncultured bacterium
KU243312.1.1288	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Ilumatobacter	uncultured bacterium
KU248754.1.1456	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. ASS-1
KU294728.1.1360	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Magnetovibrio	Rhodospirillaceae bacterium TC8
KU302731.1.1352	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Magnetovibrio	uncultured bacterium
KU309067.1.1442	Bacteria	Bacteroidetes	Bacteroidetes Incertae Sedis	Order III	Unknown Family	Gracilimonas	uncultured bacterium
KU309073.1.1432	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Erythrobacter	uncultured bacterium
KU309086.1.1504	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	marine group	uncultured bacterium
KU309119.1.1411	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseobacter clade CHAB-I-5 lineage	uncultured bacterium
KU309120.1.1417	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	uncultured	uncultured bacterium
KU320856.1.1467	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Kushneria	Kushneria marisflavi
KU320862.1.1410	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio sagamiensis
KU320865.1.1253	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio kanaloae
KU320872.1.1374	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus vietnamensis
KU320874.1.1367	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas halophila
KU321283.1.1416	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Erythrobacter	Erythrobacter sp. RKEM 642
KU321284.1.1507	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Saccharospirillaceae	Saccharospirillum	Saccharospirillum sp. RKEM 770
KU324298.1.1522	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group	uncultured Phycisphaerales bacterium	NA
KU324337.1.1491	Bacteria	Ignavibacteriae	Ignavibacteria	Ignavibacteriales	BSV26	uncultured Ignavibacteriales bacterium	NA
KU341170.1.1461	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	uncultured	uncultured bacterium	NA
KU382353.1.1464	Bacteria	Proteobacteria	Gammaproteobacteria	uncultured bacterium	NA	NA	NA
KU382424.1.1307	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseibacterium	Rhodobacteraceae bacterium LSUCC0246
KU508791.1.1420	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella norrlandica
KU510085.1.1478	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Lacinutrix	Lacinutrix sp. 7Alg 4
KU515197.1.1488	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Alkanindiges	uncultured bacterium
KU515320.1.1450	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas	uncultured bacterium
KU517448.1.1514	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Algibacter	Flavobacteriaceae bacterium S9-10
KU522242.1.1383	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ketogulonicigenium	Loktanella sp. MDM-7
KU523566.1.1520	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Bowmanella	Bowmanella dokdonensis
KU524761.1.1496	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	BD2-7	uncultured bacterium	NA
KU524768.1.1501	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Oceanospirillum	uncultured bacterium
KU524788.1.1515	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Catenococcus	uncultured bacterium
KU524798.1.1359	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	uncultured bacterium
KU524799.1.1365	Bacteria	Proteobacteria	Gammaproteobacteria	uncultured bacterium	NA	NA	NA
KU524800.1.1506	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	uncultured bacterium
KU524840.1.1493	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Aestuariibacter	uncultured bacterium
KU524856.1.1460	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	MD3-55	uncultured bacterium	NA
KU524866.1.1481	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Neptunitalea	uncultured bacterium
KU524873.1.1446	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	uncultured bacterium
KU529276.1.1439	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	uncultured	Lacihabitans sp. SM1504
KU529277.1.1482	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. SM1502
KU529278.1.1448	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Altererythrobacter	Erythrobacter sp. SM1501
KU531578.1.1311	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Rhizobiales bacterium JR021-2
KU533881.1.1382	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp. DD06
KU534088.1.1388	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella sp. NB2
KU560437.1.1376	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium sp. MCCC 1A11211
KU560495.1.1485	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Moritellaceae	Paramoritella	Paramoritella sp. LMJ
KU588386.1.1425	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio kanaloae
KU588400.1.1389	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas prydzensis
KU593480.1.1445	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Mucilaginibacter sp. TBZ30
KU664006.1.1465	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Mesonia	Mesonia sp. 15-S14-6
KU713146.1.1392	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	uncultured bacterium
KU713293.1.1344	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	uncultured	uncultured bacterium
KU713385.1.1343	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	uncultured	uncultured bacterium
KU713523.1.1317	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Meganema	uncultured bacterium
KU726282.1.1453	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales Incertae Sedis	uncultured	uncultured bacterium
KU726562.1.1448	Bacteria	Bacteroidetes	ML602M-17	Cryomorphaceae bacterium JZ3C34	NA	NA	NA
KU736842.1.1524	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Microbulbiferaceae	Microbulbifer	Microbulbifer sp. CCB-MM1
KU764384.1.1360	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas lutea
KU865399.1.1264	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Candidatus Neoehrlichia	Candidatus Neoehrlichia sp. 'australis'
KU891931.1.1483	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospirales Incertae Sedis	Candidatus Methylomirabilis	Candidatus Methylomirabilis sp. RS2
KU898192.1.1445	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Surface 1	uncultured bacterium	NA
KU898218.1.1468	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	uncultured	uncultured bacterium
KU898233.1.1480	Bacteria	Verrucomicrobia	Arctic97B-4 marine group	uncultured bacterium	NA	NA	NA
KU983725.1.1491	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	uncultured	uncultured bacterium
KX000900.1.1238	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Salinicoccus	Salinicoccus roseus
KX000901.1.1217	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Salinicoccus	Salinicoccus roseus
KX000902.1.1214	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Salinicoccus	Salinicoccus roseus
KX001828.1.1461	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter	Marinobacter sp. HGLP-15
KX001868.1.1430	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Aliiglaciecola	Aliiglaciecola sp. HGLP-55
KX001877.1.1414	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio sp. YZHG-L2
KX013545.82940.84430	Bacteria	Cyanobacteria	Chloroplast	Cymbomonas tetramitiformis	NA	NA	NA
KX034560.1.1417	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia-Shigella	Escherichia coli
KX066850.1.1385	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	uncultured	Lutibacter sp. LPB0138
KX066858.1.1387	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	uncultured	Tenacibaculum sp. LPB0136
KX066865.1.1554	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Aliivibrio	Aliivibrio fischeri
KX073749.1.1420	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Octadecabacter	Octadecabacter sp. HDSW-34
KX073750.1.1390	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pelagicola	Rhodobacteraceae bacterium YSM-17
KX077280.1.914	Archaea	Thaumarchaeota	Marine Group I	Unknown Order	Unknown Family	Candidatus Nitrosopumilus	uncultured archaeon
KX077317.1.914	Archaea	Thaumarchaeota	Marine Group I	uncultured archaeon	NA	NA	NA
KX077482.1.914	Archaea	Thaumarchaeota	Marine Group I	Unknown Order	Unknown Family	Candidatus Nitrosopumilus	uncultured archaeon
KX077499.1.913	Archaea	Bathyarchaeota	uncultured archaeon	NA	NA	NA	NA
KX082663.1.1416	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pontivivens	Ruegeria scottomollicae
KX082664.1.1513	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	uncultured	Chromatiales bacterium S2
KX097087.1.1514	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255 marine benthic group	uncultured bacterium	NA
KX097090.1.1514	Bacteria	Planctomycetes	Pla3 lineage	uncultured bacterium	NA	NA	NA
KX097093.1.1518	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255 marine benthic group	uncultured bacterium	NA
KX097096.1.1508	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Rhodopirellula	uncultured bacterium
KX097106.1.1520	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	uncultured	uncultured bacterium	NA
KX097108.1.1500	Bacteria	Proteobacteria	Gammaproteobacteria	Sva0071	uncultured bacterium	NA	NA
KX097109.1.1501	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	OM182 clade	uncultured bacterium	NA
KX097113.1.1501	Bacteria	Proteobacteria	Gammaproteobacteria	X35	uncultured bacterium	NA	NA
KX097118.1.1492	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces	uncultured bacterium
KX097123.1.1459	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	uncultured	uncultured bacterium
KX097129.1.1502	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SS1-B-06-26	uncultured bacterium	NA
KX097132.1.1522	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Eel-36e1D6	uncultured bacterium	NA
KX097139.1.1495	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halioglobus	uncultured bacterium
KX097141.1.1457	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	uncultured	uncultured bacterium
KX097150.1.1487	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	uncultured	uncultured bacterium
KX097152.1.1502	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SS1-B-06-26	uncultured bacterium	NA
KX097163.1.1496	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces	uncultured bacterium
KX097176.1.1523	Bacteria	Gemmatimonadetes	BD2-11 terrestrial group	uncultured bacterium	NA	NA	NA
KX097180.1.1515	Bacteria	Nitrospinae	MD2898-B26	uncultured bacterium	NA	NA	NA
KX097183.1.1497	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Rhodopirellula	uncultured bacterium
